9.176222;354.6065;-65.63149;33.48758;
9.181256;353.94205;-65.387184;33.651283;
9.186292;353.32837;-65.16124;33.80887;
9.191388;352.75458;-64.952324;33.964333;
9.1963625;352.23837;-64.768265;34.112064;
9.201399;351.7597;-64.59964;34.26165;
9.206433;351.3199;-64.45175;34.413097;
9.21153;350.9085;-64.32302;34.570133;
9.216504;350.54346;-64.2193;34.725147;
9.2215395;350.2095;-64.13527;34.88713;
9.226545;349.91144;-64.069084;35.048336;
9.231671;349.62732;-64.013954;35.210785;
9.236646;349.3688;-63.970806;35.356846;
9.241712;349.1187;-63.9308;35.48816;
9.246686;348.87708;-63.88777;35.58761;
9.251813;348.6158;-63.83202;35.651245;
9.256787;348.34583;-63.761173;35.664593;
9.261823;348.05817;-63.670975;35.623875;
9.266859;347.74905;-63.56402;35.524685;
9.2719555;347.42133;-63.44718;35.363773;
9.276929;347.10242;-63.334694;35.14527;
9.281965;346.80045;-63.23355;34.86508;
9.287;346.53516;-63.15619;34.52749;
9.292096;346.3236;-63.113678;34.131687;
9.2970705;346.18976;-63.115284;33.69851;
9.302106;346.1357;-63.165485;33.22398;
9.307142;346.1784;-63.266094;32.721413;
9.312239;346.32803;-63.41716;32.195686;
9.317212;346.60025;-63.611282;31.673836;
9.3222475;346.99997;-63.85057;31.14909;
9.327283;347.53442;-64.13371;30.636887;
9.332379;348.21194;-64.45873;30.138695;
9.337354;349.01532;-64.807846;29.67683;
9.34242;349.9492;-65.1992;29.241573;
9.347394;350.98688;-65.62754;28.849915;
9.352522;352.16974;-66.129326;28.490122;
9.357495;353.45233;-66.68462;28.178286;
9.362531;354.86826;-67.32168;27.896404;
9.367566;356.4131;-68.03302;27.63415;
9.372663;358.10168;-68.81833;27.37354;
9.377637;359.87643;-69.63688;27.1067;
9.382672;1.7736816;-70.50077;26.810205;
9.387708;3.7632751;-71.38601;26.467546;
9.392804;5.8692627;-72.291725;26.01079;
9.397779;7.9845276;-73.174286;25.404375;
9.402814;10.128479;-74.06806;24.596367;
9.407819;12.279907;-74.98707;23.545057;
9.412946;14.494537;-75.97763;22.264765;
9.41792;16.684418;-76.9812;20.996609;
9.422986;18.95514;-77.891426;19.88367;
9.427991;21.133545;-78.54012;19.037464;
9.433119;23.174896;-78.91051;18.350424;
9.438092;24.913574;-79.051674;17.72622;
9.443128;26.439697;-79.0534;17.04953;
9.4481325;27.732788;-78.98964;16.31035;
9.453229;28.79599;-78.90049;15.525193;
9.458203;29.569489;-78.79;14.773642;
9.46324;30.13971;-78.637856;14.056147;
9.468274;30.548492;-78.44207;13.397697;
9.473371;30.85196;-78.2119;12.795688;
9.478346;31.088165;-77.97506;12.270062;
9.48338;31.315338;-77.73977;11.796675;
9.488416;31.55719;-77.52081;11.379922;
9.493512;31.834717;-77.317566;11.018269;
9.4984865;32.153564;-77.13298;10.725834;
9.503523;32.537292;-76.95087;10.490005;
9.508557;32.991608;-76.7594;10.3121;
9.513654;33.526184;-76.54673;10.187883;
9.518628;34.114258;-76.31203;10.124024;
9.5236635;34.769318;-76.05002;10.112297;
9.528712;35.477936;-75.763565;10.149924;
9.533809;36.2399;-75.45442;10.235457;
9.538782;37.019165;-75.14084;10.363089;
9.543849;37.850708;-74.81931;10.533308;
9.548822;38.68405;-74.51373;10.739422;
9.553949;39.555634;-74.214096;10.988768;
9.558924;40.387054;-73.944435;11.267996;
9.563959;41.22473;-73.69316;11.583797;
9.568995;42.046448;-73.46735;11.928591;
9.574092;42.849976;-73.26564;12.302988;
9.579065;43.574066;-73.08884;12.692856;
9.584101;44.241516;-72.91918;13.105942;
9.589136;44.802826;-72.74375;13.534863;
9.594233;45.24591;-72.54501;13.979288;
9.599207;45.523438;-72.32306;14.42186;
9.604242;45.685486;-72.06506;14.8700905;
9.609278;45.718597;-71.77877;15.316907;
9.614375;45.623444;-71.47105;15.76762;
9.619349;45.381165;-71.1636;16.21103;
9.624384;45.01935;-70.8533;16.659937;
9.629419;44.523254;-70.54844;17.112448;
9.634516;43.89264;-70.2479;17.573952;
9.63949;43.13849;-69.96701;18.033686;
9.644556;42.28656;-69.69748;18.511837;
9.64953;41.365936;-69.45658;19.000345;
9.654657;40.37137;-69.23786;19.52234;
9.659633;39.35266;-69.06457;20.054955;
9.664667;38.331085;-68.932205;20.615713;
9.669703;37.31024;-68.84939;21.19936;
9.674799;36.294067;-68.814606;21.809328;
9.679773;35.302338;-68.82671;22.423456;
9.684809;34.335266;-68.88066;23.059982;
9.689844;33.391876;-68.96828;23.708967;
9.694941;32.459015;-69.08005;24.377829;
9.699916;31.549744;-69.20087;25.046333;
9.70495;30.676697;-69.32064;25.74093;
9.709986;29.848022;-69.41997;26.45868;
9.715082;29.070007;-69.47861;27.214102;
9.720057;28.371216;-69.47331;27.979483;
9.725093;27.746765;-69.393845;28.778944;
9.730127;27.13733;-69.2428;29.591867;
9.735224;26.470612;-69.02383;30.415098;
9.740199;25.691803;-68.757416;31.2178;
9.745264;24.785706;-68.446556;32.044987;
9.750239;23.782227;-68.12191;32.889973;
9.755365;22.662933;-67.80301;33.8171;
9.76034;21.490814;-67.5334;34.78238;
9.765376;20.28238;-67.294304;35.80428;
9.770411;19.027252;-67.04996;36.823574;
9.775507;17.676971;-66.74681;37.785984;
9.780481;16.233398;-66.37687;38.585182;
9.785517;14.689606;-65.93743;39.207157;
9.790552;13.081909;-65.43844;39.6566;
9.795649;11.413574;-64.85279;40.005596;
9.800623;9.724915;-64.18681;40.292397;
9.805659;7.987335;-63.414505;40.53055;
9.810663;6.2344666;-62.579723;40.698376;
9.81579;4.429138;-61.705376;40.793728;
9.820765;2.6808472;-60.90038;40.813137;
9.8258;0.9713135;-60.179478;40.770065;
9.830836;359.35733;-59.590164;40.67797;
9.835933;357.86316;-59.148125;40.552956;
9.840906;356.5606;-58.870846;40.411304;
9.845973;355.41165;-58.736095;40.2543;
9.850946;354.44113;-58.725918;40.084194;
9.856073;353.56332;-58.80942;39.892212;
9.861048;352.80777;-58.95668;39.686176;
9.866083;352.10986;-59.142727;39.465916;
9.871088;351.46317;-59.346073;39.245113;
9.876216;350.83023;-59.557705;39.030952;
9.881189;350.25296;-59.760246;38.840393;
9.886225;349.68695;-59.94916;38.67245;
9.89126;349.1392;-60.10998;38.526302;
9.896357;348.59415;-60.237362;38.398083;
9.901331;348.08102;-60.32396;38.284134;
9.906366;347.56253;-60.371494;38.178295;
9.911402;347.05396;-60.383713;38.07901;
9.916499;346.5471;-60.36464;37.98673;
9.921473;346.07556;-60.326572;37.903683;
9.926508;345.60895;-60.278522;37.83015;
9.931543;345.1745;-60.237606;37.767967;
9.93664;344.773;-60.214333;37.719887;
9.941614;344.43958;-60.2194;37.68579;
9.94668;344.1483;-60.25875;37.665447;
9.951654;343.91876;-60.33379;37.654255;
9.956781;343.7369;-60.450226;37.646217;
9.961757;343.62863;-60.603825;37.631226;
9.966791;343.5741;-60.798378;37.60298;
9.971827;343.57043;-61.02778;37.554787;
9.976923;343.61057;-61.287342;37.47863;
9.981897;343.684;-61.55507;37.368996;
9.986933;343.76538;-61.831253;37.219044;
9.991968;343.8466;-62.103912;37.0245;
9.997065;343.91702;-62.373093;36.78152;
10.00204;343.97266;-62.626003;36.497635;
10.007074;344.00635;-62.87386;36.16493;
10.01211;344.02347;-63.12048;35.790516;
10.017206;344.03262;-63.374985;35.37393;
10.022181;344.0558;-63.636234;34.938217;
10.027217;344.10092;-63.919495;34.478638;
10.032251;344.20468;-64.22712;34.00785;
10.037348;344.39468;-64.56063;33.527416;
10.042323;344.69583;-64.8994;33.05399;
10.04742;345.10455;-65.24282;32.56766;
10.052363;345.60416;-65.562454;32.091274;
10.057489;346.2023;-65.876854;31.594227;
10.062464;346.8649;-66.1674;31.108212;
10.0675;347.58688;-66.45874;30.622135;
10.072535;348.3745;-66.768394;30.148603;
10.077631;349.25253;-67.12357;29.689695;
10.082605;350.2169;-67.53048;29.267153;
10.087641;351.29285;-68.016464;28.872152;
10.092676;352.4866;-68.57497;28.510138;
10.097773;353.81985;-69.20963;28.170832;
10.102747;355.25125;-69.88423;27.850363;
10.107783;356.79056;-70.60339;27.519222;
10.112818;358.4075;-71.33095;27.153868;
10.117914;0.083465576;-72.043236;26.722599;
10.122889;1.7384949;-72.68719;26.210114;
10.127924;3.3848572;-73.262314;25.5716;
10.13296;4.993164;-73.75631;24.782585;
10.138057;6.5456543;-74.21998;23.690182;
10.14303;8.032654;-74.70491;22.3577;
10.148097;9.564819;-75.269455;21.023697;
10.15307;11.189209;-75.7737;19.940386;
10.158197;12.884186;-76.097664;19.154814;
10.163172;14.426056;-76.17734;18.610804;
10.168207;15.782715;-76.08646;18.120773;
10.1732435;16.977905;-75.922295;17.571636;
10.17834;18.080383;-75.74697;16.928123;
10.183313;19.081482;-75.615036;16.2581;
10.188349;20.01355;-75.54005;15.607535;
10.193384;20.900879;-75.50814;15.026027;
10.198481;21.814972;-75.50386;14.513008;
10.203455;22.794678;-75.525635;14.070983;
10.20849;23.911316;-75.57254;13.669225;
10.213526;25.148285;-75.636154;13.311851;
10.218623;26.49414;-75.69947;13.001807;
10.223597;27.870483;-75.748764;12.756152;
10.228632;29.305359;-75.77275;12.566409;
10.233667;30.774414;-75.76096;12.429161;
10.238764;32.286774;-75.704636;12.340468;
10.243738;33.770294;-75.60715;12.300911;
10.248804;35.277344;-75.46559;12.314278;
10.253778;36.728333;-75.29266;12.385542;
10.258905;38.18564;-75.085815;12.514046;
10.263881;39.53064;-74.86869;12.688352;
10.268915;40.83374;-74.63353;12.906703;
10.273951;42.05606;-74.394936;13.155414;
10.279047;43.199097;-74.15276;13.430853;
10.284021;44.194;-73.915474;13.720597;
10.289057;45.094055;-73.67098;14.028956;
10.294062;45.850525;-73.42153;14.348484;
10.299189;46.480865;-73.154724;14.680741;
10.304164;46.914703;-72.88514;15.004317;
10.309198;47.209442;-72.59574;15.316932;
10.314234;47.347168;-72.28891;15.600698;
10.31933;47.35486;-71.960365;15.8417425;
10.324305;47.237;-71.63286;16.024706;
10.32934;47.040253;-71.306694;16.152336;
10.334375;46.75235;-71.00236;16.231693;
10.339472;46.37329;-70.73037;16.278795;
10.344447;45.90341;-70.51317;16.31495;
10.349512;45.365936;-70.34616;16.36054;
10.354487;44.77942;-70.23756;16.433199;
10.359613;44.139008;-70.179085;16.550278;
10.364588;43.480194;-70.17234;16.720358;
10.369624;42.81784;-70.21257;16.95839;
10.374659;42.165497;-70.29719;17.269318;
10.379755;41.52829;-70.42528;17.662735;
10.384729;40.926697;-70.59061;18.124731;
10.389765;40.382263;-70.79627;18.663038;
10.3948;39.898743;-71.03986;19.265757;
10.399897;39.489532;-71.327194;19.925833;
10.404871;39.15381;-71.65303;20.6091;
10.409907;38.91736;-72.0307;21.324003;
10.414942;38.765045;-72.45808;22.050936;
10.420038;38.687195;-72.94094;22.787544;
10.425013;38.644806;-73.457756;23.50291;
10.430048;38.659668;-74.02015;24.215252;
10.435084;38.694122;-74.60909;24.914469;
10.440181;38.728058;-75.22167;25.608818;
10.445154;38.714966;-75.8315;26.27686;
10.45022;38.69046;-76.455864;26.948397;
10.455194;38.608887;-77.063255;27.608156;
10.460321;38.48047;-77.66474;28.287811;
10.465296;38.29123;-78.20265;28.950197;
10.470331;38.100494;-78.68914;29.612179;
10.475368;37.859528;-79.11791;30.253735;
10.480464;37.51297;-79.49061;30.871332;
10.485437;36.965668;-79.79648;31.442425;
10.490473;36.186157;-80.02698;31.987177;
10.495508;35.11035;-80.14627;32.498756;
10.500605;33.72403;-80.138824;32.9779;
10.505579;32.093353;-80.009346;33.399334;
10.510614;30.329437;-79.749374;33.77952;
10.515619;28.547638;-79.354774;34.16587;
10.520747;26.745575;-78.811134;34.631077;
10.525721;24.95221;-78.15709;35.16862;
10.530756;23.101501;-77.37863;35.76172;
10.535791;21.214447;-76.52143;36.355278;
10.540888;19.308197;-75.628136;36.933212;
10.545862;17.509827;-74.80202;37.47137;
10.550928;15.836609;-74.07046;38.000797;
10.5559025;14.384399;-73.49437;38.49656;
10.561029;13.077667;-73.039406;38.971447;
10.566005;11.960815;-72.71026;39.380413;
10.571039;10.969238;-72.456215;39.73598;
10.576075;10.074158;-72.25638;40.032677;
10.581171;9.221741;-72.084175;40.278133;
10.586145;8.402496;-71.91479;40.465405;
10.591181;7.5653076;-71.71615;40.609325;
10.596186;6.694336;-71.470985;40.71155;
10.601313;5.744232;-71.15683;40.781708;
10.606288;4.76593;-70.78225;40.817486;
10.611322;3.7271118;-70.330414;40.827393;
10.616358;2.6485596;-69.81053;40.811626;
10.621454;1.526123;-69.223076;40.77218;
10.626429;0.42114258;-68.604614;40.70667;
10.631464;359.31262;-67.94931;40.613758;
10.636499;358.22363;-67.28034;40.492035;
10.641596;357.14734;-66.60091;40.339596;
10.646571;356.1282;-65.94023;40.16111;
10.651636;355.11823;-65.2755;39.953453;
10.656611;354.1512;-64.63785;39.728138;
10.661737;353.17987;-64.01259;39.484634;
10.666712;352.28394;-63.445995;39.2401;
10.671748;351.43582;-62.92136;38.991386;
10.676783;350.66714;-62.44945;38.74345;
10.681879;349.97253;-62.01974;38.496788;
10.686853;349.3908;-61.64679;38.25794;
10.691889;348.8926;-61.31173;38.018707;
10.696894;348.4936;-61.020214;37.781506;
10.702021;348.17847;-60.7641;37.53896;
10.706995;347.96765;-60.554356;37.299545;
10.712031;347.82782;-60.377712;37.05367;
10.717066;347.754;-60.232784;36.8009;
10.722162;347.72864;-60.115456;36.537376;
10.727137;347.75436;-60.027924;36.266346;
10.732172;347.814;-59.966244;35.97704;
10.737208;347.90866;-59.929607;35.670353;
10.742305;348.03467;-59.913536;35.3429;
10.747278;348.2018;-59.91924;35.003635;
10.752344;348.40756;-59.94975;34.64238;
10.7573185;348.65735;-60.00835;34.27445;
10.762445;348.95996;-60.099113;33.889114;
10.76742;349.32483;-60.220264;33.50757;
10.772455;349.76102;-60.378414;33.11944;
10.777492;350.27795;-60.572704;32.733204;
10.782588;350.89233;-60.802967;32.344097;
10.787561;351.59732;-61.059742;31.964014;
10.792597;352.39514;-61.339397;31.581638;
10.797632;353.30405;-61.64819;31.197332;
10.802729;354.32242;-61.98608;30.814856;
10.807703;355.4289;-62.344475;30.453207;
10.812738;356.65125;-62.7409;30.11204;
10.817774;357.98642;-63.17797;29.805378;
10.822871;359.45322;-63.6664;29.541054;
10.827845;0.9984741;-64.18909;29.333992;
10.83288;2.6614685;-64.76126;29.176105;
10.837915;4.408539;-65.36449;29.0624;
10.843012;6.240814;-65.99547;28.97821;
10.847986;8.071686;-66.61989;28.905403;
10.853052;9.954834;-67.255295;28.81941;
10.8580265;11.8125;-67.86479;28.691214;
10.863153;13.717834;-68.458;28.477173;
10.868128;15.531372;-68.9806;28.136415;
10.873163;17.322113;-69.44763;27.5822;
10.878199;19.000916;-69.90026;26.756535;
10.883295;20.542114;-70.35672;25.666712;
10.888269;21.96933;-70.82483;24.474823;
10.893305;23.380402;-71.09017;23.550987;
10.89834;24.612274;-71.010284;23.008677;
10.903437;25.58667;-70.73017;22.538458;
10.908412;26.307434;-70.3788;22.03118;
10.913446;26.860779;-70.03362;21.411127;
10.918482;27.257935;-69.76752;20.692041;
10.923578;27.54895;-69.59817;19.911917;
10.928553;27.780396;-69.50946;19.152369;
10.933588;28.028534;-69.45086;18.425797;
10.938623;28.316467;-69.39614;17.769709;
10.94372;28.662476;-69.330246;17.192814;
10.948695;29.055328;-69.26027;16.716644;
10.95376;29.500153;-69.18973;16.3205;
10.958735;29.965637;-69.128136;16.016157;
10.963861;30.468872;-69.06938;15.788813;
10.968836;30.980621;-69.01789;15.644072;
10.973872;31.52066;-68.96524;15.56844;
10.978907;32.081512;-68.90415;15.554669;
10.984003;32.66748;-68.82614;15.592898;
10.988977;33.244263;-68.732;15.674924;
10.994013;33.841553;-68.61738;15.793706;
10.999048;34.447876;-68.49061;15.9416895;
11.004145;35.071106;-68.36262;16.112717;
11.009119;35.677307;-68.252396;16.296095;
11.014155;36.298706;-68.16766;16.495983;
11.01919;36.920776;-68.11763;16.711428;
11.024286;37.546173;-68.10367;16.944616;
11.029261;38.12506;-68.11623;17.189297;
11.034296;38.671936;-68.140945;17.45438;
11.039332;39.139923;-68.1608;17.739336;
11.044429;39.51236;-68.15789;18.048782;
11.049402;39.753693;-68.121956;18.371803;
11.054499;39.91513;-68.04436;18.717133;
11.0594425;39.98181;-67.932106;19.062246;
11.064569;39.984863;-67.786644;19.417593;
11.069544;39.902985;-67.631065;19.763182;
11.074579;39.774963;-67.47055;20.110682;
11.079616;39.578552;-67.31642;20.460878;
11.084712;39.299957;-67.17227;20.821924;
11.089685;38.918884;-67.04197;21.188126;
11.094721;38.454468;-66.92011;21.574068;
11.099756;37.90692;-66.81015;21.97956;
11.104853;37.29004;-66.71989;22.4134;
11.109827;36.62744;-66.66355;22.86616;
11.114862;35.96231;-66.6515;23.347979;
11.119898;35.298615;-66.69833;23.853077;
11.125049;34.645386;-66.81488;24.382553;
11.130024;34.003326;-67.00171;24.918463;
11.135058;33.388947;-67.263275;25.476845;
11.140095;32.789276;-67.58985;26.054043;
11.145191;32.199127;-67.9735;26.6586;
11.150166;31.613647;-68.38865;27.27443;
11.155231;31.050049;-68.8366;27.925795;
11.160206;30.502197;-69.28148;28.590563;
11.165332;29.947906;-69.71996;29.292416;
11.170307;29.375336;-70.10822;29.9875;
11.175343;28.78415;-70.44497;30.697796;
11.180378;28.139008;-70.7183;31.410362;
11.185474;27.419464;-70.92475;32.125565;
11.190449;26.613586;-71.06216;32.811195;
11.195484;25.741577;-71.135635;33.479916;
11.200519;24.79895;-71.14659;34.11212;
11.205615;23.776031;-71.116005;34.70414;
11.21059;22.681946;-71.06422;35.225616;
11.215626;21.51004;-70.988686;35.68382;
11.220661;20.231842;-70.87333;36.06384;
11.225758;18.820038;-70.68303;36.366844;
11.230732;17.316376;-70.4164;36.595455;
11.235767;15.70929;-70.069374;36.79403;
11.240803;14.031677;-69.652275;36.98554;
11.245898;12.278931;-69.14791;37.1812;
11.250873;10.5086975;-68.55781;37.362415;
11.255939;8.658997;-67.835175;37.525616;
11.260913;6.7814636;-67.00755;37.648808;
11.266041;4.77771;-66.06788;37.7093;
11.271015;2.7702026;-65.118126;37.67018;
11.276051;0.7280884;-64.16746;37.51693;
11.281086;358.72067;-63.27686;37.252914;
11.286182;356.777;-62.46767;36.890453;
11.291156;355.00925;-61.784107;36.466373;
11.296192;353.37512;-61.193535;35.996216;
11.301196;351.90866;-60.70046;35.516773;
11.306324;350.55124;-60.27355;35.040993;
11.311298;349.36194;-59.918896;34.610268;
11.316333;348.24164;-59.59669;34.221935;
11.321369;347.18503;-59.298923;33.88535;
11.326466;346.15768;-59.01415;33.60112;
11.331439;345.20605;-58.756756;33.37618;
11.336475;344.2853;-58.518646;33.20184;
11.341511;343.42178;-58.307945;33.0768;
11.346607;342.61496;-58.126194;32.99423;
11.351582;341.91095;-57.980747;32.94649;
11.3566475;341.266;-57.864525;32.925297;
11.361622;340.70984;-57.78074;32.91751;
11.366749;340.19827;-57.719383;32.91154;
11.371722;339.76566;-57.67825;32.889145;
11.376759;339.36514;-57.65033;32.84137;
11.381793;339.00244;-57.635803;32.758427;
11.386889;338.66415;-57.631813;32.63478;
11.391865;338.3676;-57.635735;32.471584;
11.396899;338.09546;-57.649395;32.267433;
11.401905;337.8602;-57.675545;32.02929;
11.407032;337.6535;-57.717896;31.756369;
11.412006;337.51215;-57.783585;31.466713;
11.417042;337.422;-57.88241;31.161346;
11.422076;337.3963;-58.020073;30.851475;
11.427173;337.43924;-58.20245;30.539309;
11.432148;337.56104;-58.422005;30.233013;
11.437182;337.7455;-58.681816;29.921667;
11.442219;337.99222;-58.974323;29.602112;
11.447315;338.2921;-59.296143;29.266167;
11.45229;338.6324;-59.62847;28.918772;
11.4573555;339.00647;-59.977222;28.541016;
11.46233;339.40143;-60.32418;28.141453;
11.467456;339.83047;-60.68434;27.702549;
11.472431;340.28287;-61.033836;27.248144;
11.477467;340.769;-61.38855;26.764315;
11.482471;341.29074;-61.7427;26.265505;
11.487598;341.86328;-62.10841;25.746819;
11.492573;342.4771;-62.465816;25.241327;
11.497608;343.1441;-62.82849;24.741531;
11.502643;343.8744;-63.193005;24.263264;
11.507739;344.6856;-63.56552;23.80918;
11.512714;345.5695;-63.93522;23.394705;
11.51775;346.54077;-64.31659;23.00695;
11.522785;347.6019;-64.705025;22.647984;
11.527882;348.76828;-65.10302;22.3152;
11.532856;350.01767;-65.49841;22.017033;
11.537891;351.3823;-65.90617;21.745646;
11.542926;352.86078;-66.323975;21.501812;
11.548022;354.47025;-66.76204;21.279259;
11.552997;356.15045;-67.20511;21.077547;
11.558063;357.95313;-67.67557;20.884623;
11.563037;359.8047;-68.16264;20.70075;
11.568165;1.7814636;-68.69736;20.512062;
11.573139;3.7625732;-69.25585;20.31879;
11.578175;5.8239136;-69.852684;20.098816;
11.58321;7.9162292;-70.46116;19.827005;
11.588306;10.029175;-71.059814;19.446695;
11.59328;12.036652;-71.61286;18.900787;
11.598316;14.016724;-72.1497;18.089767;
11.60332;15.867767;-72.66675;17.040989;
11.608448;17.652405;-73.15084;15.859041;
11.613422;19.273804;-73.47377;14.824437;
11.618457;20.794312;-73.523506;14.011383;
11.623463;22.145874;-73.31227;13.373839;
11.62859;23.319977;-72.92016;12.779376;
11.633563;24.194489;-72.471214;12.187181;
11.638599;24.78833;-72.03349;11.531533;
11.643635;24.969086;-71.670906;10.801488;
11.648731;24.811035;-71.37379;10.021495;
11.653706;24.52536;-71.11803;9.281358;
11.6587715;24.192322;-70.87674;8.572057;
11.663746;23.877777;-70.65022;7.931444;
11.668873;23.617188;-70.41842;7.326368;
11.673846;23.442688;-70.20247;6.7937293;
11.678883;23.364807;-69.99282;6.3092046;
11.683917;23.38913;-69.79804;5.885406;
11.6890135;23.515472;-69.61854;5.527021;
11.693989;23.744904;-69.463455;5.255622;
11.699023;24.079437;-69.32412;5.0680523;
11.704029;24.511627;-69.20073;4.972344;
11.709156;25.043823;-69.08576;4.9637938;
11.71413;25.629242;-68.98571;5.0365167;
11.719166;26.27594;-68.89282;5.184348;
11.7242;26.964142;-68.80702;5.3975163;
11.729297;27.695618;-68.725685;5.671331;
11.734272;28.43274;-68.651535;5.988524;
11.739306;29.199036;-68.58378;6.3526826;
11.744343;29.976746;-68.52602;6.753492;
11.749439;30.766357;-68.47851;7.1885586;
11.754414;31.515259;-68.442085;7.6349583;
11.7594795;32.256775;-68.415504;8.103322;
11.764454;32.940918;-68.3952;8.571439;
11.76958;33.585327;-68.3788;9.055201;
11.774555;34.124695;-68.36359;9.521264;
11.779591;34.60376;-68.34713;9.982812;
11.784626;34.992584;-68.32829;10.430283;
11.789722;35.28714;-68.304924;10.866605;
11.794697;35.447235;-68.27497;11.275806;
11.799732;35.51126;-68.23443;11.668864;
11.804767;35.464417;-68.17974;12.041442;
11.809863;35.318512;-68.10815;12.39812;
11.814838;35.06244;-68.025085;12.733015;
11.819874;34.733917;-67.930504;13.064279;
11.824909;34.313477;-67.827995;13.395116;
11.830006;33.796295;-67.71873;13.732245;
11.83498;33.183746;-67.61131;14.065803;
11.840015;32.512543;-67.50896;14.403956;
11.84505;31.788513;-67.42225;14.742622;
11.850146;31.028534;-67.36036;15.084379;
11.855121;30.26764;-67.335396;15.416974;
11.860187;29.542969;-67.355156;15.752554;
11.865161;28.88379;-67.42432;16.083805;
11.870289;28.279816;-67.553375;16.431555;
11.875263;27.752258;-67.73753;16.785593;
11.880299;27.31723;-67.98271;17.165026;
11.885334;26.960022;-68.28289;17.57125;
11.89043;26.67575;-68.63462;18.015148;
11.895404;26.453186;-69.01393;18.484884;
11.90044;26.31955;-69.4201;18.99683;
11.905476;26.25708;-69.83489;19.54566;
11.910572;26.254333;-70.25552;20.143406;
11.915546;26.28186;-70.66632;20.773155;
11.920581;26.373688;-71.09027;21.460129;
11.925617;26.50357;-71.53066;22.194227;
11.930714;26.671387;-71.99625;22.966946;
11.935687;26.820465;-72.46347;23.723522;
11.940723;26.941833;-72.93203;24.458832;
11.945759;26.91748;-73.38489;25.141886;
11.950855;26.673615;-73.80687;25.78235;
11.95583;26.1958;-74.15668;26.398922;
11.960896;25.557068;-74.41649;27.10912;
11.96587;24.794922;-74.57314;27.954153;
11.970997;23.914764;-74.64892;28.949781;
11.97597;22.961456;-74.6557;29.958809;
11.981007;21.948608;-74.589325;30.952427;
11.986041;20.836243;-74.455826;31.880093;
11.9911375;19.599213;-74.27084;32.723194;
11.996113;18.278778;-74.057785;33.430305;
12.001147;16.919952;-73.814766;34.022007;
12.006184;15.551788;-73.544;34.501995;
12.01128;14.1727295;-73.24708;34.90102;
12.016254;12.823273;-72.93905;35.227005;
12.02129;11.497009;-72.60753;35.507885;
12.026324;10.188965;-72.24971;35.744755;
12.031421;8.870361;-71.8484;35.948475;
12.036396;7.5593567;-71.40908;36.12076;
12.04143;6.2237244;-70.90736;36.280193;
12.046467;4.858734;-70.35018;36.43241;
12.051563;3.44693;-69.73273;36.585842;
12.056538;2.038971;-69.08745;36.737484;
12.061634;0.5910034;-68.38835;36.90129;
12.066578;359.193;-67.67983;37.062763;
12.071704;357.74356;-66.91816;37.233784;
12.076679;356.3466;-66.159874;37.39139;
12.081714;354.9616;-65.37449;37.53662;
12.08675;353.60202;-64.57301;37.658962;
12.091846;352.2476;-63.743996;37.753002;
12.096821;350.94287;-62.919853;37.809113;
12.101856;349.64572;-62.070713;37.830624;
12.106891;348.37073;-61.211895;37.815052;
12.111987;347.10544;-60.34193;37.764477;
12.116962;345.90427;-59.50209;37.68085;
12.121998;344.73175;-58.66753;37.567535;
12.127033;343.61044;-57.859222;37.4283;
12.13213;342.53607;-57.080082;37.268707;
12.137104;341.55875;-56.370026;37.09778;
12.142139;340.6532;-55.708946;36.915874;
12.147174;339.8376;-55.11361;36.728268;
12.15227;339.10406;-54.58181;36.53204;
12.157245;338.48007;-54.133827;36.327175;
12.162311;337.93878;-53.754013;36.104305;
12.167285;337.50748;-53.46029;35.865364;
12.172413;337.1641;-53.247837;35.60177;
12.177387;336.94376;-53.134247;35.322548;
12.182423;336.84497;-53.121452;35.018913;
12.187458;336.88132;-53.21902;34.696587;
12.192554;337.0629;-53.433407;34.35806;
12.197528;337.39798;-53.75825;34.024086;
12.202564;337.89594;-54.19817;33.69785;
12.2076;338.56732;-54.738163;33.38961;
12.212696;339.41937;-55.368313;33.102524;
12.21767;340.42712;-56.044895;32.83993;
12.222705;341.59277;-56.76618;32.58746;
12.227741;342.88165;-57.4999;32.338356;
12.232838;344.28452;-58.241386;32.088837;
12.237811;345.74237;-58.964687;31.850399;
12.242847;347.29327;-59.710766;31.624153;
12.247883;348.93198;-60.485394;31.418251;
12.252979;350.68945;-61.312767;31.236294;
12.257954;352.5189;-62.173706;31.08127;
12.26302;354.48886;-63.101585;30.94435;
12.267994;356.52728;-64.05522;30.82149;
12.273121;358.72717;-65.06826;30.694773;
12.278094;0.9505005;-66.06961;30.557747;
12.283131;3.258606;-67.083916;30.403708;
12.288135;5.567749;-68.09103;30.239496;
12.293262;7.9152527;-69.12059;30.061451;
12.298237;10.16626;-70.11505;29.856104;
12.303271;12.405884;-71.10041;29.582499;
12.308308;14.579834;-72.082436;29.211996;
12.313404;16.664429;-73.070526;28.7706;
12.318378;18.554626;-73.96676;28.346088;
12.323414;20.319489;-74.66777;27.986687;
12.328448;21.835083;-75.0413;27.724405;
12.333545;23.07129;-75.076866;27.49662;
12.33852;23.957825;-74.84979;27.241848;
12.3435545;24.571136;-74.45746;26.916447;
12.348591;24.911194;-73.99108;26.516207;
12.353687;25.029846;-73.49099;26.040373;
12.358662;24.97647;-72.99931;25.52152;
12.363728;24.84259;-72.51384;24.949362;
